Audit Date,Facility Reference Number,Licence Holder,Site Common Name,Latitude,Longitude,Finfish Aquaculture Management Unit,Species,Number of carcasses assessed,IHNV positive PCR results (Y/N),IPNV positive results (Y/N),ISAV positive results (Y/N),VHSV positive results (Y/N),SAV positive results (Y/N),PRSal positive results (Y/N),PMCV positive results (Y/N),Bacterial pathogens isolated by culture (number of fish),Histologic diagnosis (number of fish),Veterinary diagnosis,Conditions of Note (number of fish)
26-02-2019,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,N,n/a,Ulcerative stomatitis (4); Idiopathic cardiopathy (2); Meningitis/encephalitis with intralesional bacilli (1); Meningitis with intralesional fungi (1); Intralesional pigmented fungi (1),Mouth rot,Idiopathic cardiopathy (2)
26-02-2019,314,Cermaq Canada,Ross Pass,49.32437,-126.04849,Clayoquot Sound,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Peritonitis with intralesional bacteria (2); Ulcerative stomatitis (2),Open. Elevated mortality without identified cause,n/a
27-02-2019,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,Gill necrosis with intralesional filamentous bacteria (1); Presporogonic myxosporea (brain) infection (1),No population level disease,n/a
27-02-2019,1537,Cermaq Canada,Bare Bluff,49.32702,-125.79902,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Presporogonic myxosporea (brain) infection (1); Intralesional pigmented fungi (1); Epicarditis with intralesional bacteria (1),No population level disease,n/a
28-02-2019,1596,Creative Salmon Company,Dawley Pass,49.16641,-125.7686,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,Jaundice Syndrome (2)
28-02-2019,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),7,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
07-03-2019,790,MOWI Canada West,Chancellor Channel,50.41723,-125.66284,Discovery Islands,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,Epicarditis with intralesional bacteria (1),No population level disease,n/a
07-03-2019,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,N,n/a,Idiopathic cardiopathy (1),No population level disease,n/a
08-03-2019,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1); Liver necrosis with intralesional bacteria (1); Epicarditis with intralesional bacteria (1),No population level disease,n/a
14-03-2019,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,N,n/a,Idiopathic cardiopathy (1); Meningitis/encephalitis with intralesional bacilli (2); Liver necrosis with intralesional bacteria (1),No population level disease,n/a
03-04-2019,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Atlantic salmon (Salmo salar),7,N,N,N,N,N,Y,N,"Moritella viscosa (1), Piscirickettsia salmonis (1)",Piscirickettsia-like organism (1); Nephritis with intralesional bacteria (1),No population level disease,n/a
04-04-2019,1586,MOWI Canada West,Doctor Islets,50.65373,-126.28925,Broughton Archipelago,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,Renibacterium-like bacteria (1); Ulcerative dermatitis (2); Idiopathic cardiopathy (1),No population level disease,n/a
04-04-2019,141,MOWI Canada West,Port Elizabeth,50.67099,-126.47653,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,N,Moritella viscosa (1),Ulcerative dermatitis (2),No population level disease,n/a
09-04-2019,892,MOWI Canada West,Bell Island,50.83242,-127.52057,Port Hardy,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Idiopathic cardiopathy (1),No population level disease,n/a
09-04-2019,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Moritella viscosa (1),Microsporidium cerebralis (brain) infection (1); Meningitis/encephalitis with intralesional bacilli (1); Idiopathic cardiopathy (1),No population level disease,n/a
10-04-2019,831,MOWI Canada West,Shelter Pass,50.88414,-127.5004,Port Hardy,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,n/a,Idiopathic cardiopathy (1),No population level disease,n/a
11-04-2019,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (4); Gill necrosis with intralesional filamentous bacteria (1),No population level disease,n/a
11-04-2019,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Atlantic salmon (Salmo salar),2,N,N,N,N,N,N,n/a,Yersinia ruckeri (1),Yersinia ruckeri (2),No population level disease,n/a
12-04-2019,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
15-04-2019,1336,Cermaq Canada,Simmonds Point,50.87791,-126.90153,Broughton Archipelago,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1); Ulcerative dermatitis (1); Hepatitis with intralesional bacteria (1),No population level disease,n/a
16-04-2019,7273,Grieg Seafood BC,Tsa-ya,50.61225,-126.33212,Broughton Archipelago,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,Meningitis/encephalitis with intralesional bacilli (1),No population level disease,Winter ulcer
16-04-2019,1825,Grieg Seafood BC,Noo-la,50.60799,-126.36301,Broughton Archipelago,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,n/a,Systemic bacterial infection (1),No population level disease,Winter ulcer
02-05-2019,78,MOWI Canada West,Phillips Arm,50.48825,-125.35658,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Gill necrosis with intralesional filamentous bacteria (1),No population level disease,n/a
08-05-2019,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (2); Systemic bacterial infection (1),No population level disease,n/a
09-05-2019,144,MOWI Canada West,Koskimo,50.45861,-127.88988,Quatsino Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1); Ulcerative dermatitis (1); Intralesional pigmented fungi (1); Gill necrosis with intralesional bacteria (1),No population level disease,n/a
16-05-2019,746,Grieg Seafood BC,Site 13,49.6291,-123.84265,Sunshine Coast,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1) ,Mouth rot,n/a
16-05-2019,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (4),Mouth rot,n/a
22-05-2019,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,Presporogonic myxosporea (brain) infection (1); Piscirickettsia-like organism (1),Elevated mortality - environmental factors,n/a
22-05-2019,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Esperanza Inlet,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,Elevated mortality - environmental factors,n/a
22-05-2019,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
23-05-2019,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (3); Systemic fungal infection (3),No population level disease,n/a
23-05-2019,1705,Grieg Seafood BC,Williamson,49.65623,-126.42849,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
04-06-2019,227,Cermaq Canada,Bawden,49.30798,-126.00721,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Intralesional pigmented fungi (6),No population level disease,Pigmented fungal infection (6); Gill damage (3)
04-06-2019,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Intralesional pigmented fungi (1),No population level disease,n/a
05-06-2019,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (5),Mouth rot,n/a
05-06-2019,543,Cermaq Canada,Mussel Rock,49.25925,-125.86762,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (2),No population level disease,n/a
06-06-2019,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,Jaundice syndrome (2)
13-06-2019,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Atlantic salmon (Salmo salar),1,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
20-06-2019,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No population level disease,n/a
26-06-2019,100,MOWI Canada West,Lees Bay,50.41063,-125.70029,Discovery Islands,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,Renibacterium-like bacteria (1),No population level disease,n/a
03-07-2019,1198,MOWI Canada West,Raynor,50.89253,-127.25359,Port Hardy,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,n/a,Mouth rot,n/a
03-07-2019,1382,MOWI Canada West,Robertson,50.93155,-127.42258,Port Hardy,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
04-07-2019,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Peritonitis with intralesional bacteria (1),No population level disease,n/a
05-07-2019,739,MOWI Canada West,Upper Retreat,50.72183,-126.5681,Broughton Archipelago,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (5),Mouth rot,n/a
08-07-2019,465,MOWI Canada West,Swanson,50.61871,-126.70473,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
09-07-2019,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (2),Open. elevated mortality without identified cause,n/a
09-07-2019,1059,MOWI Canada West,Sargeaunt Pass,50.67346,-126.18595,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (3); Meningitis/encephalitis with intralesional bacilli (1),No population level disease,n/a
10-07-2019,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
10-07-2019,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
11-07-2019,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Aeromonas salmonicida (1),Furunculosis-like lesions (1),No population level disease,n/a
16-07-2019,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
16-07-2019,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
24-07-2019,7713,MOWI Canada West,Cougar,52.71993,-128.57432,Central Coast,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,n/a,Elevated mortality - environmental factors,n/a
24-07-2019,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,Yersinia ruckeri (1),Yersinia ruckeri (1); Meningitis/encephalitis with intralesional bacilli (1),No population level disease,n/a
06-08-2019,1581,MOWI Canada West,Hardwicke,50.41339,-125.76974,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
20-08-2019,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
20-08-2019,221,Grieg Seafood BC,Vantage,49.67226,-123.86019,Sunshine Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
21-08-2019,1697,Grieg Seafood BC,Culloden,49.79595,-124.10162,Sunshine Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
22-08-2019,216,Yellow Island Aquaculture,Yellow Island,50.13274,-125.33268,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),9,N,N,N,N,N,N,n/a,n/a,Renibacterium-like bacteria (1); Loma salmonae (1),No population level disease,n/a
03-09-2019,227,Cermaq Canada,Bawden,49.30798,-126.00721,Clayoquot Sound,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,Systemic fungal infection (1),No population level disease,n/a
03-09-2019,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
04-09-2019,1507,Cermaq Canada,Millar Channel,49.37622,-126.09003,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,Systemic fungal infection (1); Piscirickettsia-like organism (1),Elevated mortality - mechanical trauma,n/a
04-09-2019,234,Cermaq Canada,Dixon Bay,49.40478,-126.15072,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Peritonitis with intralesional bacteria (1),No population level disease,Gill damage (3)
05-09-2019,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,N,Y,n/a,n/a,Loma salmonae (6); Piscirickettsia-like organism (1) ,No population level disease,Loma salmonae (6)
05-09-2019,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),5,N,N,N,N,N,Y,n/a,n/a,Piscirickettsia-like organism (1),No population level disease,n/a
05-09-2019,1899,Creative Salmon Company,Warne Island,49.12815,-125.74923,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,N,Y,n/a,n/a,Piscirickettsia-like organism (9),Salmonid Rickettsial Septicemia,n/a
12-09-2019,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,Gill necrosis with intralesional filamentous bacteria (1); Intralesional pigmented fungi (1),No population level disease,n/a
12-09-2019,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
16-09-2019,1288,MOWI Canada West,Doyle Island,50.81456,-127.48698,Port Hardy,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,n/a,n/a,Elevated mortality - environmental factors,n/a
19-09-2019,211,MOWI Canada West,Okisollo,50.30946,-125.31618,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,N,n/a,Paramoeba perurans (3),No population level disease,Idiopathic cardiopathy (5)
19-09-2019,306,Cermaq Canada,Venture Point,50.30241,-125.33778,Discovery Islands,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (1),No population level disease,n/a
19-09-2019,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
01-10-2019,869,Cermaq Canada,Maude Island,50.85271,-126.75743,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,Elevated mortality - environmental factors,n/a
01-10-2019,1144,Cermaq Canada,Burdwood,50.7969,-126.49581,Broughton Archipelago,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
02-10-2019,1839,Grieg Seafood BC,Wa-kwa,50.60106,-126.34741,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,Aeromonas sp. (5),Furunculosis-like lesions (6),Furunculosis,Gill damage (3)
03-10-2019,739,MOWI Canada West,Upper Retreat,50.72183,-126.5681,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,Open. Elevated mortality without identified cause,n/a
03-10-2019,820,MOWI Canada West,Wicklow Point,50.78659,-126.69153,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,n/a,Liver necrosis with intralesional bacteria (1),Elevated mortality - compromised gills,Gill damage (3)
08-10-2019,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,Piscirickettsia-like organism (1),No population level disease,n/a
08-10-2019,1238,MOWI Canada West,Mahatta West,50.4691416,-127.835771,Quatsino Sound,Atlantic salmon (Salmo salar),7,N,N,N,N,N,Y,n/a,n/a,n/a,No population level disease,n/a
09-10-2019,1198,MOWI Canada West,Raynor,50.89253,-127.25359,Port Hardy,Atlantic salmon (Salmo salar),7,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
09-10-2019,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
10-10-2019,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (2); Systemic bacterial infection (1),No population level disease,n/a
23-10-2019,7714,MOWI Canada West,Alexander,52.67648,-128.57494,Central Coast,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
23-10-2019,1691,MOWI Canada West,Kid Bay,52.80048,-128.40111,Central Coast,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
29-10-2019,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Atlantic salmon (Salmo salar),5,N,N,N,N,N,Y,n/a,n/a,Piscirickettsia-like organism (1),No population level disease,n/a
29-10-2019,1738,Grieg Seafood BC,Atrevida,49.65603,-126.45404,Nootka Sound,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
30-10-2019,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
30-10-2019,1849,Grieg Seafood BC,Muchalat North,49.64394,-126.33953,Nootka Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
12-11-2019,1293,MOWI Canada West,Duncan Island,50.8195,-127.55568,Port Hardy,Atlantic salmon (Salmo salar),4,N,N,N,N,N,N,n/a,Moritella viscosa (1); Moritella sp. (1),n/a,No population level disease,n/a
13-11-2019,7273,Grieg Seafood BC,Tsa-ya,50.61225,-126.33212,Broughton Archipelago,Atlantic salmon (Salmo salar),10,N,N,N,N,N,N,n/a,Aeromonas salmonicida (1),Furunculosis-like lesions (8),Furunculosis,Gill damage (3)
14-11-2019,1401,Cermaq Canada,Brent Island,50.28613,-125.34917,Discovery Islands,Atlantic salmon (Salmo salar),3,N,N,N,N,N,Y,n/a,n/a,Piscirickettsia-like organism (1),No population level disease,n/a
14-11-2019,871,Grieg Seafood BC,Barnes Bay,50.32437,-125.26039,Discovery Islands,Atlantic salmon (Salmo salar),10,N,N,N,N,N,Y,n/a,Moritella viscosa (1),Presporogonic myxosporean (brain) infection (1);  Piscirickettsia-like organism (2),No population level disease,n/a
18-11-2019,1300,MOWI Canada West,Althorpe,50.47531,-125.80975,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Epicarditis with intralesional bacteria (1),No population level disease,n/a
20-11-2019,332,Grieg Seafood BC,Salten,49.61535,-123.83407,Sunshine Coast,Atlantic salmon (Salmo salar),7,N,N,N,N,N,Y,n/a,n/a,Piscirickettsia-like organism (2),No population level disease,n/a
25-11-2019,233,Creative Salmon Company,Indian Bay,49.11916,-125.72549,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),5,N,N,N,N,N,Y,n/a,n/a,Loma salmonae (3); Piscirickettsia-like organism (1);  Meningitis/encephalitis with intralesional bacilli (1),No population level disease,Loma salmonae (3)
25-11-2019,1899,Creative Salmon Company,Warne Island,49.12815,125.74923,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),10,N,N,N,N,N,Y,n/a,n/a,Piscirickettsia-like organism (8); Loma salmonae (3),Salmonid Rickettsial Septicemia,Loma salmonae (3)
26-11-2019,1472,Cermaq Canada,West Side,49.27928,-125.83065,Clayoquot Sound,Atlantic salmon (Salmo salar),9,N,N,N,N,N,N,n/a,n/a,Intralesional pigmented fungi (1),Mouth rot,n/a
26-11-2019,527,Cermaq Canada,Saranac Island,49.24803,-125.90671,Clayoquot Sound,Atlantic salmon (Salmo salar),5,N,N,N,N,N,Y,n/a,n/a,Piscirickettsia-like organism (3); Ulcerative stomatitis (1),No population level disease,n/a
26-11-2019,540,Cermaq Canada,Fortune Channel,49.23503,-125.75174,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (4),No population level disease,n/a
27-11-2019,1148,Cermaq Canada,Binns Island,49.34182,-125.95328,Clayoquot Sound,Atlantic salmon (Salmo salar),3,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
27-11-2019,1507,Cermaq Canada,Millar Channel,49.37622,126.09003,Clayoquot Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,Y,n/a,n/a,Piscirickettsia-like organism (4),Salmonid Rickettsial Septicemia,n/a
28-11-2019,1596,Creative Salmon Company,Dawley Pass,49.16641,125.7686,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),4,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
28-11-2019,776,Creative Salmon Company,Baxter Islets,49.13299,-125.78289,Clayoquot Sound,Chinook salmon (Oncorhynchus tshawytcha),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
04-12-2019,456,Saltstream Engineering,Doctor Bay,50.2521,-124.81957,Discovery Islands,Chinook salmon (Oncorhynchus tshawytcha),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No population level disease,n/a
10-12-2019,380,MOWI Canada West,Sonora Point,50.42362,-125.30517,Discovery Islands,Atlantic salmon (Salmo salar),2,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
08-01-2020,1698,Grieg Seafood BC,Ahlstrom,49.7793,-124.15395,Sunshine Coast,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
21-01-2020,728,Cermaq Canada,Sir Edmund Bay,50.83096,-126.59684,Broughton Archipelago,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,Presporogenic myxosporean infection (brain) (2); Ulcerative stomatitis (1),Mouth rot,n/a
22-01-2020,143,MOWI Canada West,Larsen Island,50.60175,-126.63284,Broughton Archipelago,Atlantic salmon (Salmo salar),1,N,N,N,N,N,N,n/a,n/a,Renibacterium-like bacteria (1),No population level disease,n/a
22-01-2020,467,MOWI Canada West,Midsummer,50.65784,-126.66298,Broughton Archipelago,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
23-01-2020,1618,MOWI Canada West,Humphrey Rock,50.69682,-126.25532,Broughton Archipelago,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,Skin ulceration (1)
28-01-2020,7053,MOWI Canada West,Ghi ya,50.90078,-127.93638,Port Hardy,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (5),No population level disease,n/a
29-01-2020,1351,MOWI Canada West,Marsh Bay,50.90567,-127.34239,Port Hardy,Atlantic salmon (Salmo salar),0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No sampling able to be performed,n/a
29-01-2020,1350,MOWI Canada West,Shelter Bay,50.96555,-127.45345,Port Hardy,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
30-01-2020,1237,MOWI Canada West,Monday Rocks,50.485621,-127.8761792,Quatsino Sound,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,Piscirickettsia-like organism (1); Ulcerative dermatitis (1),No population level disease,n/a
12-02-2020,1863,Grieg Seafood BC,Esperanza,49.87814,-126.76145,Esperanza Inlet,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (3),Mouth rot,n/a
12-02-2020,1079,Grieg Seafood BC,Steamer,49.8868,-126.7911,Esperanza Inlet,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (4),Mouth rot,n/a
12-02-2020,1862,Grieg Seafood BC,Hecate,49.86799,-126.7573,Esperanza Inlet,Atlantic salmon (Salmo salar),6,N,N,N,N,N,N,n/a,n/a,Ulcerative stomatitis (4) ,Mouth rot,n/a
13-02-2020,1789,Grieg Seafood BC,Concepcion,49.65923,-126.47587,Nootka Sound,Atlantic salmon (Salmo salar),2,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
13-02-2020,1762,Grieg Seafood BC,Gore,49.6466,-126.43167,Nootka Sound,Atlantic salmon (Salmo salar),5,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
13-02-2020,304,Cermaq Canada,Raza Island,50.32159,-125.00882,Discovery Islands,Atlantic salmon (Salmo salar),8,N,N,N,N,N,N,n/a,n/a,n/a,No population level disease,n/a
